fast_ema_period,slow_ema_period,stop_loss_pct,take_profit_pct,strategy_type,phase,total_orders,total_positions,pnl_total,pnl_pct,win_rate,expectancy,max_winner,avg_winner,avg_loser,max_loser,profit_factor,sharpe,sortino,volatility
5,40,0.03,0.06,ema,IS,1536,384,62.7175,0.6272,0.2135,0.163327,53.3783,9.727,-2.4334,-12.751,1.1834,1.6451,3.1794,0.4045
5,50,0.01,0.04,ema,IS,1344,336,-22.0726,-0.2207,0.1935,-0.065692,103.4927,10.9761,-2.7141,-19.4282,1.0561,0.4109,0.88,0.5263
5,50,0.01,0.06,ema,IS,1344,336,-22.0726,-0.2207,0.1935,-0.065692,103.4927,10.9761,-2.7141,-19.4282,1.0561,0.4109,0.88,0.5263
5,50,0.02,0.02,ema,IS,1344,336,-22.0726,-0.2207,0.1935,-0.065692,103.4927,10.9761,-2.7141,-19.4282,1.0561,0.4109,0.88,0.5263
5,50,0.02,0.04,ema,IS,1344,336,-22.0726,-0.2207,0.1935,-0.065692,103.4927,10.9761,-2.7141,-19.4282,1.0561,0.4109,0.88,0.5263
5,50,0.03,0.02,ema,IS,1344,336,-22.0726,-0.2207,0.1935,-0.065692,103.4927,10.9761,-2.7141,-19.4282,1.0561,0.4109,0.88,0.5263
5,50,0.02,0.06,ema,IS,1344,336,-22.0726,-0.2207,0.1935,-0.065692,103.4927,10.9761,-2.7141,-19.4282,1.0561,0.4109,0.88,0.5263
5,50,0.03,0.04,ema,IS,1344,336,-22.0726,-0.2207,0.1935,-0.065692,103.4927,10.9761,-2.7141,-19.4282,1.0561,0.4109,0.88,0.5263
5,50,0.03,0.06,ema,IS,1344,336,-22.0726,-0.2207,0.1935,-0.065692,103.4927,10.9761,-2.7141,-19.4282,1.0561,0.4109,0.88,0.5263
5,60,0.01,0.02,ema,IS,1264,316,-42.62,-0.4262,0.212,-0.134873,103.4927,9.9285,-2.8427,-17.4068,1.0444,0.3191,0.6531,0.5189
5,60,0.01,0.04,ema,IS,1264,316,-42.62,-0.4262,0.212,-0.134873,103.4927,9.9285,-2.8427,-17.4068,1.0444,0.3191,0.6531,0.5189
5,60,0.01,0.06,ema,IS,1264,316,-42.62,-0.4262,0.212,-0.134873,103.4927,9.9285,-2.8427,-17.4068,1.0444,0.3191,0.6531,0.5189
5,60,0.02,0.02,ema,IS,1264,316,-42.62,-0.4262,0.212,-0.134873,103.4927,9.9285,-2.8427,-17.4068,1.0444,0.3191,0.6531,0.5189
5,60,0.02,0.06,ema,IS,1264,316,-42.62,-0.4262,0.212,-0.134873,103.4927,9.9285,-2.8427,-17.4068,1.0444,0.3191,0.6531,0.5189
5,60,0.02,0.04,ema,IS,1264,316,-42.62,-0.4262,0.212,-0.134873,103.4927,9.9285,-2.8427,-17.4068,1.0444,0.3191,0.6531,0.5189
5,60,0.03,0.02,ema,IS,1264,316,-42.62,-0.4262,0.212,-0.134873,103.4927,9.9285,-2.8427,-17.4068,1.0444,0.3191,0.6531,0.5189
5,60,0.03,0.04,ema,IS,1264,316,-42.62,-0.4262,0.212,-0.134873,103.4927,9.9285,-2.8427,-17.4068,1.0444,0.3191,0.6531,0.5189
5,100,0.01,0.02,ema,IS,1040,260,-56.8968,-0.569,0.1692,-0.218834,93.373,12.708,-2.8521,-23.6888,0.9846,-0.1089,-0.19,0.5059
5,60,0.03,0.06,ema,IS,1264,316,-42.62,-0.4262,0.212,-0.134873,103.4927,9.9285,-2.8427,-17.4068,1.0444,0.3191,0.6531,0.5189
5,100,0.01,0.04,ema,IS,1040,260,-56.8968,-0.569,0.1692,-0.218834,93.373,12.708,-2.8521,-23.6888,0.9846,-0.1089,-0.19,0.5059
5,100,0.01,0.06,ema,IS,1040,260,-56.8968,-0.569,0.1692,-0.218834,93.373,12.708,-2.8521,-23.6888,0.9846,-0.1089,-0.19,0.5059
5,100,0.02,0.02,ema,IS,1040,260,-56.8968,-0.569,0.1692,-0.218834,93.373,12.708,-2.8521,-23.6888,0.9846,-0.1089,-0.19,0.5059
5,100,0.02,0.04,ema,IS,1040,260,-56.8968,-0.569,0.1692,-0.218834,93.373,12.708,-2.8521,-23.6888,0.9846,-0.1089,-0.19,0.5059
5,100,0.02,0.06,ema,IS,1040,260,-56.8968,-0.569,0.1692,-0.218834,93.373,12.708,-2.8521,-23.6888,0.9846,-0.1089,-0.19,0.5059
5,100,0.03,0.02,ema,IS,1040,260,-56.8968,-0.569,0.1692,-0.218834,93.373,12.708,-2.8521,-23.6888,0.9846,-0.1089,-0.19,0.5059
5,100,0.03,0.04,ema,IS,1040,260,-56.8968,-0.569,0.1692,-0.218834,93.373,12.708,-2.8521,-23.6888,0.9846,-0.1089,-0.19,0.5059
5,100,0.03,0.06,ema,IS,1040,260,-56.8968,-0.569,0.1692,-0.218834,93.373,12.708,-2.8521,-23.6888,0.9846,-0.1089,-0.19,0.5059
8,20,0.01,0.02,ema,IS,1788,447,49.7987,0.498,0.255,0.111406,53.6321,7.8907,-2.5518,-17.4068,1.1805,1.9013,3.6894,0.3805
8,20,0.01,0.04,ema,IS,1788,447,49.7987,0.498,0.255,0.111406,53.6321,7.8907,-2.5518,-17.4068,1.1805,1.9013,3.6894,0.3805
8,20,0.02,0.02,ema,IS,1788,447,49.7987,0.498,0.255,0.111406,53.6321,7.8907,-2.5518,-17.4068,1.1805,1.9013,3.6894,0.3805
8,20,0.01,0.06,ema,IS,1788,447,49.7987,0.498,0.255,0.111406,53.6321,7.8907,-2.5518,-17.4068,1.1805,1.9013,3.6894,0.3805
8,20,0.02,0.04,ema,IS,1788,447,49.7987,0.498,0.255,0.111406,53.6321,7.8907,-2.5518,-17.4068,1.1805,1.9013,3.6894,0.3805
8,20,0.02,0.06,ema,IS,1788,447,49.7987,0.498,0.255,0.111406,53.6321,7.8907,-2.5518,-17.4068,1.1805,1.9013,3.6894,0.3805
8,20,0.03,0.04,ema,IS,1788,447,49.7987,0.498,0.255,0.111406,53.6321,7.8907,-2.5518,-17.4068,1.1805,1.9013,3.6894,0.3805
8,20,0.03,0.02,ema,IS,1788,447,49.7987,0.498,0.255,0.111406,53.6321,7.8907,-2.5518,-17.4068,1.1805,1.9013,3.6894,0.3805
8,30,0.01,0.02,ema,IS,1460,365,69.7789,0.6978,0.2329,0.191175,53.3783,9.3998,-2.6043,-19.4282,1.2108,1.9838,3.7753,0.3837
8,20,0.03,0.06,ema,IS,1788,447,49.7987,0.498,0.255,0.111406,53.6321,7.8907,-2.5518,-17.4068,1.1805,1.9013,3.6894,0.3805
